employee_id,training_program_name,training_date,training_type,training_outcome,training_duration_days,training_cost,training_date_key
2347,Communication Skills,2022-12-14,Internal,Passed,1,780.53,20221214.0
2348,Technical Skills,2023-04-13,Internal,Passed,1,927.52,20230413.0
2349,Communication Skills,2023-04-22,Internal,Completed,2,317.31,20230422.0
2350,Leadership Development,2023-03-09,Internal,Failed,3,858.34,20230309.0
2351,Communication Skills,2023-03-11,Internal,Incomplete,4,173.96,20230311.0
2352,Communication Skills,2022-09-11,External,Completed,4,889.07,20220911.0
2353,Technical Skills,2023-07-18,Internal,Failed,3,198.56,20230718.0
2354,Communication Skills,2023-06-13,External,Completed,5,572.14,20230613.0
2355,Customer Service,2023-07-16,External,Failed,3,945.93,20230716.0
2356,Technical Skills,2023-05-25,External,Passed,4,668.66,20230525.0
2357,Leadership Development,2023-05-17,Internal,Failed,3,483.49,20230517.0
2358,Project Management,2023-04-14,External,Incomplete,3,164.22,20230414.0
2359,Technical Skills,2023-05-30,External,Failed,3,850.73,20230530.0
2360,Project Management,2022-10-13,Internal,Passed,1,400.62,20221013.0
2361,Customer Service,2022-09-08,External,Failed,4,148.29,20220908.0
2362,Project Management,2023-02-06,Internal,Incomplete,3,543.65,20230206.0
2363,Communication Skills,2023-02-04,External,Incomplete,3,282.26,20230204.0
2364,Project Management,2022-12-04,External,Completed,3,123.81,20221204.0
2365,Communication Skills,2022-08-11,External,Passed,5,355.8,20220811.0
2366,Project Management,2022-08-16,Internal,Incomplete,3,184.59,20220816.0
2367,Project Management,2023-04-27,Internal,Completed,3,249.77,20230427.0
2368,Technical Skills,2023-03-30,External,Completed,4,285.54,20230330.0
2369,Leadership Development,2023-07-26,External,Failed,5,711.15,20230726.0
2370,Leadership Development,2023-06-07,External,Incomplete,3,644.97,20230607.0
2371,Customer Service,2023-04-19,Internal,Passed,4,133.56,20230419.0
2372,Leadership Development,2023-01-27,Internal,Completed,2,784.93,20230127.0
2373,Project Management,2023-02-16,External,Completed,4,801.63,20230216.0
2374,Customer Service,2023-05-01,External,Incomplete,2,650.48,20230501.0
2375,Project Management,2022-11-20,External,Failed,5,770.33,20221120.0
2376,Communication Skills,2023-04-26,Internal,Completed,5,755.69,20230426.0
2377,Leadership Development,2022-12-25,External,Failed,1,921.26,20221225.0
2378,Leadership Development,2023-04-07,Internal,Passed,3,751.79,20230407.0
2379,Communication Skills,2022-08-24,External,Completed,4,146.18,20220824.0
2380,Customer Service,2022-11-03,Internal,Completed,5,910.96,20221103.0
2381,Technical Skills,2023-01-27,External,Passed,1,404.78,20230127.0
2382,Project Management,2023-08-01,Internal,Completed,1,751.78,20230801.0
2383,Customer Service,2022-08-09,External,Incomplete,1,374.73,20220809.0
2384,Communication Skills,2022-10-03,Internal,Failed,3,166.1,20221003.0
2385,Technical Skills,2023-03-31,Internal,Incomplete,1,574.91,20230331.0
2386,Customer Service,2022-09-28,External,Failed,3,390.96,20220928.0
2387,Communication Skills,2023-03-05,Internal,Failed,2,459.27,20230305.0
2388,Project Management,2023-06-30,Internal,Completed,4,949.32,20230630.0
2389,Technical Skills,2023-07-28,Internal,Completed,1,718.39,20230728.0
2390,Customer Service,2023-07-19,External,Completed,5,923.06,20230719.0
2391,Technical Skills,2022-12-10,External,Failed,3,363.35,20221210.0
2392,Customer Service,2022-12-17,External,Failed,5,652.9,20221217.0
2393,Project Management,2023-02-27,External,Completed,5,803.82,20230227.0
2394,Customer Service,2022-09-22,Internal,Completed,1,661.88,20220922.0
2395,Customer Service,2023-03-29,External,Completed,5,337.08,20230329.0
2396,Project Management,2022-11-22,External,Completed,5,887.46,20221122.0
2397,Project Management,2022-11-10,External,Completed,5,514.94,20221110.0
2398,Technical Skills,2022-12-13,External,Incomplete,3,304.35,20221213.0
2399,Customer Service,2023-03-15,External,Passed,1,329.83,20230315.0
2400,Communication Skills,2023-07-23,External,Completed,4,872.57,20230723.0
2401,Customer Service,2022-11-01,Internal,Failed,4,935.2,20221101.0
2402,Communication Skills,2023-02-18,External,Failed,1,478.73,20230218.0
2403,Technical Skills,2022-08-25,External,Failed,5,766.04,20220825.0
2404,Project Management,2023-04-21,External,Failed,3,561.63,20230421.0
2405,Technical Skills,2023-03-19,External,Completed,1,722.5,20230319.0
2406,Communication Skills,2023-05-19,Internal,Failed,1,100.04,20230519.0
2407,Project Management,2022-11-15,Internal,Completed,2,545.35,20221115.0
2408,Project Management,2022-09-04,Internal,Failed,1,968.87,20220904.0
2409,Customer Service,2023-04-07,External,Passed,1,949.78,20230407.0
2410,Technical Skills,2022-09-24,External,Failed,3,341.65,20220924.0
2411,Project Management,2023-02-27,External,Failed,4,798.7,20230227.0
2412,Project Management,2023-01-21,Internal,Passed,5,859.0,20230121.0
2413,Communication Skills,2022-09-01,External,Failed,1,193.51,20220901.0
2414,Technical Skills,2022-09-01,External,Failed,5,506.08,20220901.0
2415,Customer Service,2022-08-18,Internal,Failed,4,938.18,20220818.0
2416,Communication Skills,2023-05-06,Internal,Failed,2,344.8,20230506.0
2417,Communication Skills,2022-10-31,External,Passed,4,587.29,20221031.0
2418,Technical Skills,2023-01-27,External,Failed,5,966.19,20230127.0
2419,Project Management,2023-07-05,External,Completed,4,433.85,20230705.0
2420,Project Management,2023-01-29,Internal,Passed,3,684.64,20230129.0
2421,Customer Service,2023-07-08,Internal,Completed,3,442.48,20230708.0
2422,Leadership Development,2022-08-29,External,Failed,1,400.73,20220829.0
2423,Technical Skills,2023-06-15,Internal,Failed,5,523.75,20230615.0
2424,Customer Service,2022-10-18,Internal,Failed,1,292.85,20221018.0
2425,Technical Skills,2023-04-23,External,Failed,3,136.76,20230423.0
2426,Leadership Development,2022-11-21,External,Incomplete,4,107.48,20221121.0
2427,Communication Skills,2023-01-27,Internal,Passed,2,528.76,20230127.0
2428,Customer Service,2023-07-13,External,Passed,4,549.8,20230713.0
2429,Communication Skills,2022-12-09,External,Completed,5,308.1,20221209.0
2430,Technical Skills,2023-05-26,External,Passed,2,622.08,20230526.0
2431,Customer Service,2023-03-17,External,Incomplete,3,730.23,20230317.0
2432,Customer Service,2022-08-17,External,Failed,1,353.71,20220817.0
2433,Technical Skills,2023-04-20,Internal,Completed,4,580.82,20230420.0
2434,Leadership Development,2022-09-06,External,Failed,4,810.59,20220906.0
2435,Communication Skills,2023-03-26,Internal,Incomplete,5,150.58,20230326.0
2436,Project Management,2023-05-09,External,Failed,5,985.02,20230509.0
2437,Customer Service,2023-05-02,External,Completed,2,669.99,20230502.0
2438,Customer Service,2022-11-14,External,Failed,1,101.26,20221114.0
2439,Project Management,2022-10-29,External,Failed,4,816.24,20221029.0
2440,Communication Skills,2022-11-24,Internal,Failed,4,809.02,20221124.0
2441,Project Management,2022-10-17,External,Passed,5,559.08,20221017.0
2442,Communication Skills,2023-01-18,Internal,Failed,2,688.8,20230118.0
2443,Project Management,2022-12-30,External,Completed,5,300.21,20221230.0
2444,Project Management,2022-11-03,External,Completed,1,851.57,20221103.0
2445,Leadership Development,2023-05-11,External,Failed,1,833.89,20230511.0
2446,Communication Skills,2023-06-19,External,Passed,1,129.32,20230619.0
2447,Technical Skills,2022-08-21,Internal,Completed,1,505.6,20220821.0
2448,Customer Service,2022-09-29,Internal,Passed,5,633.54,20220929.0
2449,Project Management,2023-01-18,External,Passed,4,485.29,20230118.0
2450,Project Management,2023-01-18,Internal,Completed,5,302.62,20230118.0
2451,Communication Skills,2023-07-31,External,Incomplete,1,510.72,20230731.0
2452,Communication Skills,2023-06-29,Internal,Incomplete,3,241.25,20230629.0
2453,Technical Skills,2022-11-28,External,Incomplete,3,285.55,20221128.0
2454,Leadership Development,2022-10-06,Internal,Completed,1,524.51,20221006.0
2455,Customer Service,2023-06-08,External,Completed,4,218.61,20230608.0
2456,Customer Service,2022-08-22,External,Failed,2,263.3,20220822.0
2457,Technical Skills,2023-05-19,Internal,Incomplete,5,423.81,20230519.0
2458,Customer Service,2023-05-20,Internal,Failed,5,912.62,20230520.0
2459,Project Management,2022-11-27,External,Failed,4,973.11,20221127.0
2460,Communication Skills,2022-11-25,External,Passed,5,637.58,20221125.0
2461,Communication Skills,2023-07-13,External,Completed,2,103.04,20230713.0
2462,Customer Service,2023-02-05,External,Completed,3,758.62,20230205.0
2463,Leadership Development,2023-06-02,Internal,Passed,3,792.67,20230602.0
2464,Leadership Development,2023-07-14,External,Passed,1,795.5,20230714.0
2465,Project Management,2023-07-22,Internal,Incomplete,3,475.26,20230722.0
2466,Customer Service,2022-11-04,External,Failed,3,652.89,20221104.0
2467,Customer Service,2023-03-08,External,Passed,1,832.16,20230308.0
2468,Communication Skills,2023-02-24,Internal,Passed,3,629.25,20230224.0
2469,Project Management,2022-09-15,External,Completed,5,780.71,20220915.0
2470,Communication Skills,2023-04-05,Internal,Completed,2,999.0,20230405.0
2471,Leadership Development,2022-08-06,External,Passed,3,489.29,20220806.0
2472,Project Management,2023-04-28,External,Failed,1,942.75,20230428.0
2473,Leadership Development,2022-11-02,Internal,Completed,5,938.63,20221102.0
2474,Project Management,2022-11-18,Internal,Completed,5,543.64,20221118.0
2475,Leadership Development,2022-11-30,Internal,Failed,2,117.83,20221130.0
2476,Technical Skills,2023-06-29,External,Completed,3,350.21,20230629.0
2477,Leadership Development,2022-10-26,Internal,Passed,4,961.47,20221026.0
2478,Customer Service,2022-09-26,Internal,Passed,4,548.18,20220926.0
2479,Technical Skills,2023-06-18,Internal,Passed,2,439.17,20230618.0
2480,Customer Service,2023-01-11,External,Passed,1,610.88,20230111.0
2481,Technical Skills,2022-11-11,External,Incomplete,4,994.03,20221111.0
2482,Customer Service,2023-05-23,External,Incomplete,4,688.55,20230523.0
2483,Communication Skills,2022-10-22,Internal,Failed,4,889.91,20221022.0
2484,Communication Skills,2023-04-03,External,Failed,3,163.61,20230403.0
2485,Communication Skills,2022-08-30,Internal,Completed,2,642.68,20220830.0
2486,Technical Skills,2023-05-11,Internal,Passed,4,703.29,20230511.0
2487,Technical Skills,2022-11-26,Internal,Failed,4,102.96,20221126.0
2488,Customer Service,2022-12-03,External,Completed,5,278.96,20221203.0
2489,Communication Skills,2023-03-30,Internal,Incomplete,4,168.1,20230330.0
2490,Leadership Development,2023-06-04,Internal,Incomplete,1,886.63,20230604.0
2491,Customer Service,2023-06-27,External,Incomplete,5,721.79,20230627.0
2492,Leadership Development,2022-11-14,External,Completed,4,765.32,20221114.0
2493,Communication Skills,2023-01-07,Internal,Completed,2,443.46,20230107.0
2494,Customer Service,2022-11-06,Internal,Incomplete,2,203.97,20221106.0
2495,Project Management,2022-08-27,Internal,Incomplete,3,180.44,20220827.0
2496,Technical Skills,2023-02-12,Internal,Passed,3,647.25,20230212.0
2497,Customer Service,2022-09-07,Internal,Passed,4,833.99,20220907.0
2498,Project Management,2022-11-30,Internal,Incomplete,4,825.58,20221130.0
2499,Project Management,2022-10-12,Internal,Failed,2,190.49,20221012.0
2500,Project Management,2023-07-08,Internal,Completed,3,961.33,20230708.0
2501,Communication Skills,2022-09-20,Internal,Completed,2,608.46,20220920.0
2502,Technical Skills,2022-08-08,Internal,Passed,3,971.57,20220808.0
2503,Technical Skills,2023-05-14,External,Incomplete,3,354.28,20230514.0
2504,Communication Skills,2022-09-02,Internal,Failed,5,108.02,20220902.0
2505,Communication Skills,2022-11-23,External,Completed,5,508.85,20221123.0
2506,Communication Skills,2023-02-13,Internal,Passed,3,811.4,20230213.0
2507,Technical Skills,2022-12-06,External,Incomplete,2,680.09,20221206.0
2508,Technical Skills,2023-04-25,External,Completed,3,133.88,20230425.0
2509,Communication Skills,2023-02-08,Internal,Completed,1,433.69,20230208.0
2510,Customer Service,2022-08-22,Internal,Completed,2,580.84,20220822.0
2511,Technical Skills,2023-04-20,External,Incomplete,4,830.45,20230420.0
2512,Communication Skills,2023-02-19,External,Failed,5,802.2,20230219.0
2513,Communication Skills,2022-12-05,Internal,Failed,4,337.06,20221205.0
2514,Technical Skills,2023-06-14,Internal,Incomplete,3,538.16,20230614.0
2515,Technical Skills,2023-07-19,Internal,Passed,1,190.1,20230719.0
2516,Customer Service,2023-01-31,Internal,Completed,1,397.27,20230131.0
2517,Technical Skills,2023-04-01,Internal,Incomplete,5,826.65,20230401.0
2518,Customer Service,2022-10-29,Internal,Completed,4,732.18,20221029.0
2519,Technical Skills,2023-02-08,External,Failed,2,564.38,20230208.0
2520,Customer Service,2023-02-07,Internal,Incomplete,2,512.02,20230207.0
2521,Project Management,2022-11-18,Internal,Completed,1,599.41,20221118.0
2522,Communication Skills,2023-06-30,Internal,Passed,4,839.04,20230630.0
2523,Customer Service,2023-06-28,External,Incomplete,4,391.4,20230628.0
2524,Leadership Development,2022-10-15,Internal,Incomplete,1,569.5,20221015.0
2525,Leadership Development,2023-04-24,External,Incomplete,3,450.81,20230424.0
2526,Technical Skills,2023-06-23,Internal,Passed,2,265.46,20230623.0
2527,Technical Skills,2022-11-24,Internal,Passed,2,462.98,20221124.0
2528,Communication Skills,2023-07-25,Internal,Passed,3,760.34,20230725.0
2529,Communication Skills,2022-10-16,External,Failed,1,383.84,20221016.0
2530,Technical Skills,2022-12-11,External,Failed,4,723.57,20221211.0
2531,Communication Skills,2022-11-01,Internal,Incomplete,1,725.34,20221101.0
2532,Leadership Development,2023-05-18,Internal,Incomplete,2,119.48,20230518.0
2533,Communication Skills,2023-07-22,External,Completed,1,226.93,20230722.0
2534,Leadership Development,2022-08-22,Internal,Passed,3,739.85,20220822.0
2535,Project Management,2022-10-02,Internal,Incomplete,2,369.68,20221002.0
2536,Leadership Development,2022-08-26,External,Completed,1,243.63,20220826.0
2537,Project Management,2023-03-19,External,Failed,5,475.8,20230319.0
2538,Leadership Development,2023-04-06,External,Passed,3,418.25,20230406.0
2539,Communication Skills,2022-11-10,Internal,Passed,4,703.84,20221110.0
2540,Project Management,2022-10-12,Internal,Failed,2,602.26,20221012.0
2541,Communication Skills,2022-08-11,Internal,Passed,2,517.83,20220811.0
2542,Communication Skills,2022-08-21,External,Completed,5,605.99,20220821.0
2543,Communication Skills,2022-09-04,Internal,Passed,1,100.45,20220904.0
2544,Communication Skills,2023-01-27,Internal,Completed,2,767.56,20230127.0
2545,Leadership Development,2023-06-27,Internal,Completed,1,352.45,20230627.0
2546,Customer Service,2023-05-22,Internal,Completed,3,463.57,20230522.0
2547,Leadership Development,2022-09-07,Internal,Completed,4,372.08,20220907.0
2548,Project Management,2023-01-14,External,Failed,3,670.58,20230114.0
2549,Project Management,2022-12-18,Internal,Passed,2,399.97,20221218.0
2550,Project Management,2022-10-09,Internal,Incomplete,5,997.89,20221009.0
2551,Communication Skills,2023-08-02,Internal,Completed,2,985.0,20230802.0
2552,Customer Service,2022-09-21,Internal,Completed,5,573.47,20220921.0
2553,Project Management,2022-10-03,External,Failed,2,414.08,20221003.0
2554,Communication Skills,2023-07-29,External,Completed,5,889.09,20230729.0
2555,Technical Skills,2023-01-18,Internal,Passed,3,650.08,20230118.0
2556,Customer Service,2022-08-19,Internal,Passed,5,283.57,20220819.0
2557,Technical Skills,2022-08-20,Internal,Completed,1,908.5,20220820.0
2558,Technical Skills,2022-11-07,Internal,Failed,2,900.85,20221107.0
2559,Communication Skills,2022-09-19,External,Passed,3,449.84,20220919.0
2560,Communication Skills,2023-08-03,External,Failed,5,981.9,20230803.0
2561,Technical Skills,2022-12-19,External,Failed,4,289.37,20221219.0
2562,Customer Service,2023-07-09,Internal,Failed,1,657.23,20230709.0
2563,Customer Service,2023-08-03,External,Passed,5,416.37,20230803.0
2564,Leadership Development,2023-07-18,Internal,Completed,4,624.9,20230718.0
2565,Communication Skills,2022-09-11,Internal,Passed,2,559.06,20220911.0
2566,Project Management,2023-07-29,External,Incomplete,5,327.37,20230729.0
2567,Communication Skills,2022-10-24,Internal,Failed,2,660.4,20221024.0
2568,Leadership Development,2022-12-15,External,Passed,5,477.46,20221215.0
2569,Project Management,2023-01-15,Internal,Completed,2,694.21,20230115.0
2570,Customer Service,2023-05-23,Internal,Incomplete,2,737.84,20230523.0
2571,Technical Skills,2022-08-15,Internal,Failed,2,919.95,20220815.0
2572,Technical Skills,2022-09-02,Internal,Completed,5,797.82,20220902.0
2573,Customer Service,2022-09-27,Internal,Passed,2,806.47,20220927.0
2574,Technical Skills,2023-07-18,External,Failed,1,376.59,20230718.0
2575,Communication Skills,2023-02-26,Internal,Incomplete,2,157.17,20230226.0
